class,degree,degreeDesc,classMajor,classNum,degreeMajor,degreeType,degreeMajorRead,degreeFocus
ENGN 0510,ENPH-SCB,Engineering and Physics - SCB,ENGN,0510,ENPH,BCS,Engineering and Physics,
PHYS 0470,ENPH-SCB,Engineering and Physics - SCB,PHYS,0470,ENPH,BCS,Engineering and Physics,
ENGN 1560,ENPH-SCB,Engineering and Physics - SCB,ENGN,1560,ENPH,BCS,Engineering and Physics,
PHYS 1510,ENPH-SCB,Engineering and Physics - SCB,PHYS,1510,ENPH,BCS,Engineering and Physics,
PHYS 0500,ENPH-SCB,Engineering and Physics - SCB,PHYS,0500,ENPH,BCS,Engineering and Physics,
ENGN 1370,ENPH-SCB,Engineering and Physics - SCB,ENGN,1370,ENPH,BCS,Engineering and Physics,
PHYS 1410,ENPH-SCB,Engineering and Physics - SCB,PHYS,1410,ENPH,BCS,Engineering and Physics,
PHYS 1420,ENPH-SCB,Engineering and Physics - SCB,PHYS,1420,ENPH,BCS,Engineering and Physics,
PHYS 1530,ENPH-SCB,Engineering and Physics - SCB,PHYS,1530,ENPH,BCS,Engineering and Physics,
ENGN 0720,ENPH-SCB,Engineering and Physics - SCB,ENGN,0720,ENPH,BCS,Engineering and Physics,
ENGN 1620,ENPH-SCB,Engineering and Physics - SCB,ENGN,1620,ENPH,BCS,Engineering and Physics,
CHEM 0330,ENPH-SCB,Engineering and Physics - SCB,CHEM,0330,ENPH,BCS,Engineering and Physics,
ENGN 0310,ENPH-SCB,Engineering and Physics - SCB,ENGN,0310,ENPH,BCS,Engineering and Physics,
ENGN 0810,ENPH-SCB,Engineering and Physics - SCB,ENGN,0810,ENPH,BCS,Engineering and Physics,
PHYS 1600,ENPH-SCB,Engineering and Physics - SCB,PHYS,1600,ENPH,BCS,Engineering and Physics,
ENGN 0410,ENPH-SCB,Engineering and Physics - SCB,ENGN,0410,ENPH,BCS,Engineering and Physics,
ENGN 1690,ENPH-SCB,Engineering and Physics - SCB,ENGN,1690,ENPH,BCS,Engineering and Physics,
PHYS 0560,ENPH-SCB,Engineering and Physics - SCB,PHYS,0560,ENPH,BCS,Engineering and Physics,
PHYS 1560,ENPH-SCB,Engineering and Physics - SCB,PHYS,1560,ENPH,BCS,Engineering and Physics,
ENGN 1590,ENPH-SCB,Engineering and Physics - SCB,ENGN,1590,ENPH,BCS,Engineering and Physics,
PHYS 1990,ENPH-SCB,Engineering and Physics - SCB,PHYS,1990,ENPH,BCS,Engineering and Physics,
ENGN 1970,ENPH-SCB,Engineering and Physics - SCB,ENGN,1970,ENPH,BCS,Engineering and Physics,
ENGN 1971,ENPH-SCB,Engineering and Physics - SCB,ENGN,1971,ENPH,BCS,Engineering and Physics,
EDUC 1100,EDUC-AB,Education Studies - AB,EDUC,1100,EDUC,BA,Education Studies,
EDUC 1110,EDUC-AB,Education Studies - AB,EDUC,1110,EDUC,BA,Education Studies,
EDUC 0800,EDUC-AB,Education Studies - AB,EDUC,0800,EDUC,BA,Education Studies,
EDUC 1450,EDUC-AB,Education Studies - AB,EDUC,1450,EDUC,BA,Education Studies,
EDUC 1020,EDUC-AB,Education Studies - AB,EDUC,1020,EDUC,BA,Education Studies,
EDUC 1200,EDUC-AB,Education Studies - AB,EDUC,1200,EDUC,BA,Education Studies,
EDUC 1060,EDUC-AB,Education Studies - AB,EDUC,1060,EDUC,BA,Education Studies,
EDUC 1130,EDUC-AB,Education Studies - AB,EDUC,1130,EDUC,BA,Education Studies,
EDUC 0410E,EDUC-AB,Education Studies - AB,EDUC,0410E,EDUC,BA,Education Studies,
EDUC 1270,EDUC-AB,Education Studies - AB,EDUC,1270,EDUC,BA,Education Studies,
EDUC 1430,EDUC-AB,Education Studies - AB,EDUC,1430,EDUC,BA,Education Studies,
EDUC 1580,EDUC-AB,Education Studies - AB,EDUC,1580,EDUC,BA,Education Studies,
EDUC 1700,EDUC-AB,Education Studies - AB,EDUC,1700,EDUC,BA,Education Studies,
EDUC 1710,EDUC-AB,Education Studies - AB,EDUC,1710,EDUC,BA,Education Studies,
EDUC 1750,EDUC-AB,Education Studies - AB,EDUC,1750,EDUC,BA,Education Studies,
EDUC 1850,EDUC-AB,Education Studies - AB,EDUC,1850,EDUC,BA,Education Studies,
EDUC 1860,EDUC-AB,Education Studies - AB,EDUC,1860,EDUC,BA,Education Studies,
EDUC 1870,EDUC-AB,Education Studies - AB,EDUC,1870,EDUC,BA,Education Studies,
EDUC 1880,EDUC-AB,Education Studies - AB,EDUC,1880,EDUC,BA,Education Studies,
EDUC 0400,EDUC-AB,Education Studies - AB,EDUC,0400,EDUC,BA,Education Studies,
EDUC 0410B,EDUC-AB,Education Studies - AB,EDUC,0410B,EDUC,BA,Education Studies,
EDUC 0610,EDUC-AB,Education Studies - AB,EDUC,0610,EDUC,BA,Education Studies,
EDUC 0850,EDUC-AB,Education Studies - AB,EDUC,0850,EDUC,BA,Education Studies,
EDUC 1030,EDUC-AB,Education Studies - AB,EDUC,1030,EDUC,BA,Education Studies,
EDUC 1035,EDUC-AB,Education Studies - AB,EDUC,1035,EDUC,BA,Education Studies,
EDUC 1038,EDUC-AB,Education Studies - AB,EDUC,1038,EDUC,BA,Education Studies,
EDUC 1040,EDUC-AB,Education Studies - AB,EDUC,1040,EDUC,BA,Education Studies,
EDUC 1050,EDUC-AB,Education Studies - AB,EDUC,1050,EDUC,BA,Education Studies,
EDUC 1150,EDUC-AB,Education Studies - AB,EDUC,1150,EDUC,BA,Education Studies,
EDUC 1160,EDUC-AB,Education Studies - AB,EDUC,1160,EDUC,BA,Education Studies,
EDUC 1630,EDUC-AB,Education Studies - AB,EDUC,1630,EDUC,BA,Education Studies,
EDUC 1650,EDUC-AB,Education Studies - AB,EDUC,1650,EDUC,BA,Education Studies,
EDUC 1720,EDUC-AB,Education Studies - AB,EDUC,1720,EDUC,BA,Education Studies,
EDUC 1730,EDUC-AB,Education Studies - AB,EDUC,1730,EDUC,BA,Education Studies,
EDUC 1740,EDUC-AB,Education Studies - AB,EDUC,1740,EDUC,BA,Education Studies,
EDUC 0900,EDUC-AB,Education Studies - AB,EDUC,0900,EDUC,BA,Education Studies,
EDUC 0950,EDUC-AB,Education Studies - AB,EDUC,0950,EDUC,BA,Education Studies,
EDUC 1010,EDUC-AB,Education Studies - AB,EDUC,1010,EDUC,BA,Education Studies,
EDUC 1090,EDUC-AB,Education Studies - AB,EDUC,1090,EDUC,BA,Education Studies,
EDUC 1560,EDUC-AB,Education Studies - AB,EDUC,1560,EDUC,BA,Education Studies,
EDUC 1690,EDUC-AB,Education Studies - AB,EDUC,1690,EDUC,BA,Education Studies,
PHYS 0070,PHYS-AB,Physics - AB,PHYS,0070,PHYS,BA,Physics,
PHYS 0160,PHYS-AB,Physics - AB,PHYS,0160,PHYS,BA,Physics,
PHYS 0030,PHYS-AB,Physics - AB,PHYS,0030,PHYS,BA,Physics,
PHYS 0040,PHYS-AB,Physics - AB,PHYS,0040,PHYS,BA,Physics,
PHYS 0050,PHYS-AB,Physics - AB,PHYS,0050,PHYS,BA,Physics,
PHYS 0060,PHYS-AB,Physics - AB,PHYS,0060,PHYS,BA,Physics,
PHYS 0470,PHYS-AB,Physics - AB,PHYS,0470,PHYS,BA,Physics,
PHYS 0500,PHYS-AB,Physics - AB,PHYS,0500,PHYS,BA,Physics,
PHYS 0560,PHYS-AB,Physics - AB,PHYS,0560,PHYS,BA,Physics,
PHYS 1410,PHYS-AB,Physics - AB,PHYS,1410,PHYS,BA,Physics,
PHYS 1530,PHYS-AB,Physics - AB,PHYS,1530,PHYS,BA,Physics,
MATH 0090,PHYS-AB-MAPH,Physics - AB (Mathematical),MATH,0090,PHYS,BA,Physics,Mathematical
MATH 0100,PHYS-AB-MAPH,Physics - AB (Mathematical),MATH,0100,PHYS,BA,Physics,Mathematical
MATH 0190,PHYS-AB-MAPH,Physics - AB (Mathematical),MATH,0190,PHYS,BA,Physics,Mathematical
PHYS 0050,PHYS-AB-MAPH,Physics - AB (Mathematical),PHYS,0050,PHYS,BA,Physics,Mathematical
PHYS 0070,PHYS-AB-MAPH,Physics - AB (Mathematical),PHYS,0070,PHYS,BA,Physics,Mathematical
MATH 0180,PHYS-AB-MAPH,Physics - AB (Mathematical),MATH,0180,PHYS,BA,Physics,Mathematical
MATH 0200,PHYS-AB-MAPH,Physics - AB (Mathematical),MATH,0200,PHYS,BA,Physics,Mathematical
MATH 0350,PHYS-AB-MAPH,Physics - AB (Mathematical),MATH,0350,PHYS,BA,Physics,Mathematical
MATH 0520,PHYS-AB-MAPH,Physics - AB (Mathematical),MATH,0520,PHYS,BA,Physics,Mathematical
MATH 0540,PHYS-AB-MAPH,Physics - AB (Mathematical),MATH,0540,PHYS,BA,Physics,Mathematical
MATH 1110,PHYS-AB-MAPH,Physics - AB (Mathematical),MATH,1110,PHYS,BA,Physics,Mathematical
MATH 1060,PHYS-AB-MAPH,Physics - AB (Mathematical),MATH,1060,PHYS,BA,Physics,Mathematical
MATH 1120,PHYS-AB-MAPH,Physics - AB (Mathematical),MATH,1120,PHYS,BA,Physics,Mathematical
MATH 1610,PHYS-AB-MAPH,Physics - AB (Mathematical),MATH,1610,PHYS,BA,Physics,Mathematical
PHYS 0060,PHYS-AB-MAPH,Physics - AB (Mathematical),PHYS,0060,PHYS,BA,Physics,Mathematical
PHYS 0160,PHYS-AB-MAPH,Physics - AB (Mathematical),PHYS,0160,PHYS,BA,Physics,Mathematical
PHYS 0470,PHYS-AB-MAPH,Physics - AB (Mathematical),PHYS,0470,PHYS,BA,Physics,Mathematical
PHYS 0500,PHYS-AB-MAPH,Physics - AB (Mathematical),PHYS,0500,PHYS,BA,Physics,Mathematical
PHYS 0560,PHYS-AB-MAPH,Physics - AB (Mathematical),PHYS,0560,PHYS,BA,Physics,Mathematical
PHYS 1410,PHYS-AB-MAPH,Physics - AB (Mathematical),PHYS,1410,PHYS,BA,Physics,Mathematical
PHYS 1420,PHYS-AB-MAPH,Physics - AB (Mathematical),PHYS,1420,PHYS,BA,Physics,Mathematical
PHYS 1510,PHYS-AB-MAPH,Physics - AB (Mathematical),PHYS,1510,PHYS,BA,Physics,Mathematical
PHYS 1530,PHYS-AB-MAPH,Physics - AB (Mathematical),PHYS,1530,PHYS,BA,Physics,Mathematical
PHYS 1560,PHYS-AB-MAPH,Physics - AB (Mathematical),PHYS,1560,PHYS,BA,Physics,Mathematical
PHYS 0070,PHYS-SCB,Physics - SCB,PHYS,0070,PHYS,BCS,Physics,
PHYS 0160,PHYS-SCB,Physics - SCB,PHYS,0160,PHYS,BCS,Physics,
PHYS 0050,PHYS-SCB,Physics - SCB,PHYS,0050,PHYS,BCS,Physics,
PHYS 0060,PHYS-SCB,Physics - SCB,PHYS,0060,PHYS,BCS,Physics,
MATH 0190,PHYS-SCB,Physics - SCB,MATH,0190,PHYS,BCS,Physics,
MATH 0090,PHYS-SCB,Physics - SCB,MATH,0090,PHYS,BCS,Physics,
MATH 0100,PHYS-SCB,Physics - SCB,MATH,0100,PHYS,BCS,Physics,
PHYS 0470,PHYS-SCB,Physics - SCB,PHYS,0470,PHYS,BCS,Physics,
PHYS 0500,PHYS-SCB,Physics - SCB,PHYS,0500,PHYS,BCS,Physics,
PHYS 0560,PHYS-SCB,Physics - SCB,PHYS,0560,PHYS,BCS,Physics,
PHYS 1410,PHYS-SCB,Physics - SCB,PHYS,1410,PHYS,BCS,Physics,
PHYS 1420,PHYS-SCB,Physics - SCB,PHYS,1420,PHYS,BCS,Physics,
PHYS 1510,PHYS-SCB,Physics - SCB,PHYS,1510,PHYS,BCS,Physics,
PHYS 1530,PHYS-SCB,Physics - SCB,PHYS,1530,PHYS,BCS,Physics,
PHYS 1560,PHYS-SCB,Physics - SCB,PHYS,1560,PHYS,BCS,Physics,
PHYS 1980,PHYS-SCB,Physics - SCB,PHYS,1980,PHYS,BCS,Physics,
PHYS 1990,PHYS-SCB,Physics - SCB,PHYS,1990,PHYS,BCS,Physics,
PHYS 0070,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),PHYS,0070,PHYS,BCS,Physics,Astrophysics
PHYS 0160,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),PHYS,0160,PHYS,BCS,Physics,Astrophysics
PHYS 0050,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),PHYS,0050,PHYS,BCS,Physics,Astrophysics
PHYS 0060,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),PHYS,0060,PHYS,BCS,Physics,Astrophysics
PHYS 0270,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),PHYS,0270,PHYS,BCS,Physics,Astrophysics
MATH 0170,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),MATH,0170,PHYS,BCS,Physics,Astrophysics
MATH 0180,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),MATH,0180,PHYS,BCS,Physics,Astrophysics
MATH 0190,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),MATH,0190,PHYS,BCS,Physics,Astrophysics
MATH 0200,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),MATH,0200,PHYS,BCS,Physics,Astrophysics
MATH 0350,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),MATH,0350,PHYS,BCS,Physics,Astrophysics
PHYS 0470,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),PHYS,0470,PHYS,BCS,Physics,Astrophysics
MATH 0520,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),MATH,0520,PHYS,BCS,Physics,Astrophysics
MATH 0540,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),MATH,0540,PHYS,BCS,Physics,Astrophysics
PHYS 0720,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),PHYS,0720,PHYS,BCS,Physics,Astrophysics
APMA 0330,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),APMA,0330,PHYS,BCS,Physics,Astrophysics
APMA 0340,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),APMA,0340,PHYS,BCS,Physics,Astrophysics
APMA 0350,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),APMA,0350,PHYS,BCS,Physics,Astrophysics
APMA 0360,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),APMA,0360,PHYS,BCS,Physics,Astrophysics
MATH 1110,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),MATH,1110,PHYS,BCS,Physics,Astrophysics
MATH 1120,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),MATH,1120,PHYS,BCS,Physics,Astrophysics
PHYS 0500,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),PHYS,0500,PHYS,BCS,Physics,Astrophysics
PHYS 0560,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),PHYS,0560,PHYS,BCS,Physics,Astrophysics
PHYS 1410,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),PHYS,1410,PHYS,BCS,Physics,Astrophysics
PHYS 1530,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),PHYS,1530,PHYS,BCS,Physics,Astrophysics
PHYS 1100,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),PHYS,1100,PHYS,BCS,Physics,Astrophysics
PHYS 1250,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),PHYS,1250,PHYS,BCS,Physics,Astrophysics
PHYS 1270,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),PHYS,1270,PHYS,BCS,Physics,Astrophysics
PHYS 1280,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),PHYS,1280,PHYS,BCS,Physics,Astrophysics
PHYS 1990,PHYS-SCB-ASPH,Physics - SCB (Astrophysics),PHYS,1990,PHYS,BCS,Physics,Astrophysics
PHYS 0070,PHYS-SCB-BIPH,Physics - SCB (Biological),PHYS,0070,PHYS,BCS,Physics,Biological
PHYS 0050,PHYS-SCB-BIPH,Physics - SCB (Biological),PHYS,0050,PHYS,BCS,Physics,Biological
ENGN 0040,PHYS-SCB-BIPH,Physics - SCB (Biological),ENGN,0040,PHYS,BCS,Physics,Biological
PHYS 0160,PHYS-SCB-BIPH,Physics - SCB (Biological),PHYS,0160,PHYS,BCS,Physics,Biological
PHYS 0060,PHYS-SCB-BIPH,Physics - SCB (Biological),PHYS,0060,PHYS,BCS,Physics,Biological
PHYS 0470,PHYS-SCB-BIPH,Physics - SCB (Biological),PHYS,0470,PHYS,BCS,Physics,Biological
PHYS 0500,PHYS-SCB-BIPH,Physics - SCB (Biological),PHYS,0500,PHYS,BCS,Physics,Biological
PHYS 1410,PHYS-SCB-BIPH,Physics - SCB (Biological),PHYS,1410,PHYS,BCS,Physics,Biological
PHYS 1530,PHYS-SCB-BIPH,Physics - SCB (Biological),PHYS,1530,PHYS,BCS,Physics,Biological
PHYS 0720,PHYS-SCB-BIPH,Physics - SCB (Biological),PHYS,0720,PHYS,BCS,Physics,Biological
APMA 0330,PHYS-SCB-BIPH,Physics - SCB (Biological),APMA,0330,PHYS,BCS,Physics,Biological
APMA 0350,PHYS-SCB-BIPH,Physics - SCB (Biological),APMA,0350,PHYS,BCS,Physics,Biological
MATH 1110,PHYS-SCB-BIPH,Physics - SCB (Biological),MATH,1110,PHYS,BCS,Physics,Biological
MATH 0180,PHYS-SCB-BIPH,Physics - SCB (Biological),MATH,0180,PHYS,BCS,Physics,Biological
MATH 0200,PHYS-SCB-BIPH,Physics - SCB (Biological),MATH,0200,PHYS,BCS,Physics,Biological
MATH 0350,PHYS-SCB-BIPH,Physics - SCB (Biological),MATH,0350,PHYS,BCS,Physics,Biological
MATH 0520,PHYS-SCB-BIPH,Physics - SCB (Biological),MATH,0520,PHYS,BCS,Physics,Biological
MATH 0540,PHYS-SCB-BIPH,Physics - SCB (Biological),MATH,0540,PHYS,BCS,Physics,Biological
BIOL 0200,PHYS-SCB-BIPH,Physics - SCB (Biological),BIOL,0200,PHYS,BCS,Physics,Biological
BIOL 0500,PHYS-SCB-BIPH,Physics - SCB (Biological),BIOL,0500,PHYS,BCS,Physics,Biological
CHEM 0330,PHYS-SCB-BIPH,Physics - SCB (Biological),CHEM,0330,PHYS,BCS,Physics,Biological
PHYS 1610,PHYS-SCB-BIPH,Physics - SCB (Biological),PHYS,1610,PHYS,BCS,Physics,Biological
PHYS 1990,PHYS-SCB-BIPH,Physics - SCB (Biological),PHYS,1990,PHYS,BCS,Physics,Biological
APMA 0360,PHYS-SCB-BIPH,Physics - SCB (Biological),APMA,0360,PHYS,BCS,Physics,Biological
APMA 0410,PHYS-SCB-BIPH,Physics - SCB (Biological),APMA,0410,PHYS,BCS,Physics,Biological
APMA 0650,PHYS-SCB-BIPH,Physics - SCB (Biological),APMA,0650,PHYS,BCS,Physics,Biological
APMA 1070,PHYS-SCB-BIPH,Physics - SCB (Biological),APMA,1070,PHYS,BCS,Physics,Biological
APMA 1080,PHYS-SCB-BIPH,Physics - SCB (Biological),APMA,1080,PHYS,BCS,Physics,Biological
BIOL 0280,PHYS-SCB-BIPH,Physics - SCB (Biological),BIOL,0280,PHYS,BCS,Physics,Biological
BIOL 0470,PHYS-SCB-BIPH,Physics - SCB (Biological),BIOL,0470,PHYS,BCS,Physics,Biological
BIOL 1050,PHYS-SCB-BIPH,Physics - SCB (Biological),BIOL,1050,PHYS,BCS,Physics,Biological
BIOL 1200,PHYS-SCB-BIPH,Physics - SCB (Biological),BIOL,1200,PHYS,BCS,Physics,Biological
BIOL 1270,PHYS-SCB-BIPH,Physics - SCB (Biological),BIOL,1270,PHYS,BCS,Physics,Biological
BIOL 1870,PHYS-SCB-BIPH,Physics - SCB (Biological),BIOL,1870,PHYS,BCS,Physics,Biological
CHEM 0350,PHYS-SCB-BIPH,Physics - SCB (Biological),CHEM,0350,PHYS,BCS,Physics,Biological
CHEM 0360,PHYS-SCB-BIPH,Physics - SCB (Biological),CHEM,0360,PHYS,BCS,Physics,Biological
MATH 0090,PHYS-SCB-BIPH,Physics - SCB (Biological),MATH,0090,PHYS,BCS,Physics,Biological
MATH 0170,PHYS-SCB-BIPH,Physics - SCB (Biological),MATH,0170,PHYS,BCS,Physics,Biological
MATH 0190,PHYS-SCB-BIPH,Physics - SCB (Biological),MATH,0190,PHYS,BCS,Physics,Biological
MATH 1610,PHYS-SCB-BIPH,Physics - SCB (Biological),MATH,1610,PHYS,BCS,Physics,Biological
MATH 1620,PHYS-SCB-BIPH,Physics - SCB (Biological),MATH,1620,PHYS,BCS,Physics,Biological
PHYS 0560,PHYS-SCB-BIPH,Physics - SCB (Biological),PHYS,0560,PHYS,BCS,Physics,Biological
PHYS 1510,PHYS-SCB-BIPH,Physics - SCB (Biological),PHYS,1510,PHYS,BCS,Physics,Biological
PHYS 1560,PHYS-SCB-BIPH,Physics - SCB (Biological),PHYS,1560,PHYS,BCS,Physics,Biological
PHYS 2620F,PHYS-SCB-BIPH,Physics - SCB (Biological),PHYS,2620F,PHYS,BCS,Physics,Biological
PHYS 0070,PHYS-SCB-MAPH,Physics - SCB (Mathematical),PHYS,0070,PHYS,BCS,Physics,Mathematical
PHYS 0160,PHYS-SCB-MAPH,Physics - SCB (Mathematical),PHYS,0160,PHYS,BCS,Physics,Mathematical
PHYS 0050,PHYS-SCB-MAPH,Physics - SCB (Mathematical),PHYS,0050,PHYS,BCS,Physics,Mathematical
PHYS 0060,PHYS-SCB-MAPH,Physics - SCB (Mathematical),PHYS,0060,PHYS,BCS,Physics,Mathematical
MATH 0190,PHYS-SCB-MAPH,Physics - SCB (Mathematical),MATH,0190,PHYS,BCS,Physics,Mathematical
MATH 0090,PHYS-SCB-MAPH,Physics - SCB (Mathematical),MATH,0090,PHYS,BCS,Physics,Mathematical
MATH 0100,PHYS-SCB-MAPH,Physics - SCB (Mathematical),MATH,0100,PHYS,BCS,Physics,Mathematical
PHYS 0470,PHYS-SCB-MAPH,Physics - SCB (Mathematical),PHYS,0470,PHYS,BCS,Physics,Mathematical
PHYS 0500,PHYS-SCB-MAPH,Physics - SCB (Mathematical),PHYS,0500,PHYS,BCS,Physics,Mathematical
PHYS 0560,PHYS-SCB-MAPH,Physics - SCB (Mathematical),PHYS,0560,PHYS,BCS,Physics,Mathematical
PHYS 1410,PHYS-SCB-MAPH,Physics - SCB (Mathematical),PHYS,1410,PHYS,BCS,Physics,Mathematical
PHYS 1530,PHYS-SCB-MAPH,Physics - SCB (Mathematical),PHYS,1530,PHYS,BCS,Physics,Mathematical
MATH 0180,PHYS-SCB-MAPH,Physics - SCB (Mathematical),MATH,0180,PHYS,BCS,Physics,Mathematical
MATH 0200,PHYS-SCB-MAPH,Physics - SCB (Mathematical),MATH,0200,PHYS,BCS,Physics,Mathematical
MATH 0350,PHYS-SCB-MAPH,Physics - SCB (Mathematical),MATH,0350,PHYS,BCS,Physics,Mathematical
MATH 0520,PHYS-SCB-MAPH,Physics - SCB (Mathematical),MATH,0520,PHYS,BCS,Physics,Mathematical
MATH 0540,PHYS-SCB-MAPH,Physics - SCB (Mathematical),MATH,0540,PHYS,BCS,Physics,Mathematical
MATH 1530,PHYS-SCB-MAPH,Physics - SCB (Mathematical),MATH,1530,PHYS,BCS,Physics,Mathematical
PHYS 1990,PHYS-SCB-MAPH,Physics - SCB (Mathematical),PHYS,1990,PHYS,BCS,Physics,Mathematical
MATH 0090,BCHM-SCB,Biochemistry & Molecular Biology - SCB,MATH,0090,BCHM,BCS,Biochemistry & Molecular Biology,
MATH 0100,BCHM-SCB,Biochemistry & Molecular Biology - SCB,MATH,0100,BCHM,BCS,Biochemistry & Molecular Biology,
PHYS 0030,BCHM-SCB,Biochemistry & Molecular Biology - SCB,PHYS,0030,BCHM,BCS,Biochemistry & Molecular Biology,
PHYS 0050,BCHM-SCB,Biochemistry & Molecular Biology - SCB,PHYS,0050,BCHM,BCS,Biochemistry & Molecular Biology,
ENGN 0030,BCHM-SCB,Biochemistry & Molecular Biology - SCB,ENGN,0030,BCHM,BCS,Biochemistry & Molecular Biology,
PHYS 0040,BCHM-SCB,Biochemistry & Molecular Biology - SCB,PHYS,0040,BCHM,BCS,Biochemistry & Molecular Biology,
PHYS 0060,BCHM-SCB,Biochemistry & Molecular Biology - SCB,PHYS,0060,BCHM,BCS,Biochemistry & Molecular Biology,
ENGN 0040,BCHM-SCB,Biochemistry & Molecular Biology - SCB,ENGN,0040,BCHM,BCS,Biochemistry & Molecular Biology,
CHEM 0330,BCHM-SCB,Biochemistry & Molecular Biology - SCB,CHEM,0330,BCHM,BCS,Biochemistry & Molecular Biology,
CHEM 0350,BCHM-SCB,Biochemistry & Molecular Biology - SCB,CHEM,0350,BCHM,BCS,Biochemistry & Molecular Biology,
CHEM 0360,BCHM-SCB,Biochemistry & Molecular Biology - SCB,CHEM,0360,BCHM,BCS,Biochemistry & Molecular Biology,
CHEM 0400,BCHM-SCB,Biochemistry & Molecular Biology - SCB,CHEM,0400,BCHM,BCS,Biochemistry & Molecular Biology,
CHEM 0500,BCHM-SCB,Biochemistry & Molecular Biology - SCB,CHEM,0500,BCHM,BCS,Biochemistry & Molecular Biology,
CHEM 1660,BCHM-SCB,Biochemistry & Molecular Biology - SCB,CHEM,1660,BCHM,BCS,Biochemistry & Molecular Biology,
GEOL 1660,BCHM-SCB,Biochemistry & Molecular Biology - SCB,GEOL,1660,BCHM,BCS,Biochemistry & Molecular Biology,
BIOL 0280,BCHM-SCB,Biochemistry & Molecular Biology - SCB,BIOL,0280,BCHM,BCS,Biochemistry & Molecular Biology,
BIOL 1270,BCHM-SCB,Biochemistry & Molecular Biology - SCB,BIOL,1270,BCHM,BCS,Biochemistry & Molecular Biology,
CHEM 1230,BCHM-SCB,Biochemistry & Molecular Biology - SCB,CHEM,1230,BCHM,BCS,Biochemistry & Molecular Biology,
