class,degree,degreeDesc,classMajor,classNum,degreeMajor,degreeType,degreeMajorRead,degreeFocus
HIAA 1430A,HIAA-AB,History of Art and Architecture - AB,HIAA,1430A,HIAA,BA,History of Art and Architecture,
HIAA 1440D,HIAA-AB,History of Art and Architecture - AB,HIAA,1440D,HIAA,BA,History of Art and Architecture,
HIAA 1410B,HIAA-AB,History of Art and Architecture - AB,HIAA,1410B,HIAA,BA,History of Art and Architecture,
HIAA 1440B,HIAA-AB,History of Art and Architecture - AB,HIAA,1440B,HIAA,BA,History of Art and Architecture,
HIAA 1460,HIAA-AB,History of Art and Architecture - AB,HIAA,1460,HIAA,BA,History of Art and Architecture,
HIAA 1550B,HIAA-AB,History of Art and Architecture - AB,HIAA,1550B,HIAA,BA,History of Art and Architecture,
HIAA 1560A,HIAA-AB,History of Art and Architecture - AB,HIAA,1560A,HIAA,BA,History of Art and Architecture,
HIAA 1560B,HIAA-AB,History of Art and Architecture - AB,HIAA,1560B,HIAA,BA,History of Art and Architecture,
HIAA 1560C,HIAA-AB,History of Art and Architecture - AB,HIAA,1560C,HIAA,BA,History of Art and Architecture,
HIAA 1560D,HIAA-AB,History of Art and Architecture - AB,HIAA,1560D,HIAA,BA,History of Art and Architecture,
HIAA 1560E,HIAA-AB,History of Art and Architecture - AB,HIAA,1560E,HIAA,BA,History of Art and Architecture,
HIAA 1560F,HIAA-AB,History of Art and Architecture - AB,HIAA,1560F,HIAA,BA,History of Art and Architecture,
HIAA 1600A,HIAA-AB,History of Art and Architecture - AB,HIAA,1600A,HIAA,BA,History of Art and Architecture,
HIAA 1600B,HIAA-AB,History of Art and Architecture - AB,HIAA,1600B,HIAA,BA,History of Art and Architecture,
HIAA 1600C,HIAA-AB,History of Art and Architecture - AB,HIAA,1600C,HIAA,BA,History of Art and Architecture,
HIAA 1600D,HIAA-AB,History of Art and Architecture - AB,HIAA,1600D,HIAA,BA,History of Art and Architecture,
HIAA 1600E,HIAA-AB,History of Art and Architecture - AB,HIAA,1600E,HIAA,BA,History of Art and Architecture,
HIAA 1600F,HIAA-AB,History of Art and Architecture - AB,HIAA,1600F,HIAA,BA,History of Art and Architecture,
HIAA 1600G,HIAA-AB,History of Art and Architecture - AB,HIAA,1600G,HIAA,BA,History of Art and Architecture,
HIAA 1600H,HIAA-AB,History of Art and Architecture - AB,HIAA,1600H,HIAA,BA,History of Art and Architecture,
HIAA 1600I,HIAA-AB,History of Art and Architecture - AB,HIAA,1600I,HIAA,BA,History of Art and Architecture,
HIAA 1600J,HIAA-AB,History of Art and Architecture - AB,HIAA,1600J,HIAA,BA,History of Art and Architecture,
HIAA 1650A,HIAA-AB,History of Art and Architecture - AB,HIAA,1650A,HIAA,BA,History of Art and Architecture,
HIAA 1650B,HIAA-AB,History of Art and Architecture - AB,HIAA,1650B,HIAA,BA,History of Art and Architecture,
HIAA 1650C,HIAA-AB,History of Art and Architecture - AB,HIAA,1650C,HIAA,BA,History of Art and Architecture,
HIAA 1650D,HIAA-AB,History of Art and Architecture - AB,HIAA,1650D,HIAA,BA,History of Art and Architecture,
HIAA 1711,HIAA-AB,History of Art and Architecture - AB,HIAA,1711,HIAA,BA,History of Art and Architecture,
HIAA 1770,HIAA-AB,History of Art and Architecture - AB,HIAA,1770,HIAA,BA,History of Art and Architecture,
HIAA 1850A,HIAA-AB,History of Art and Architecture - AB,HIAA,1850A,HIAA,BA,History of Art and Architecture,
HIAA 1850D,HIAA-AB,History of Art and Architecture - AB,HIAA,1850D,HIAA,BA,History of Art and Architecture,
HIAA 1850E,HIAA-AB,History of Art and Architecture - AB,HIAA,1850E,HIAA,BA,History of Art and Architecture,
HIAA 1850G,HIAA-AB,History of Art and Architecture - AB,HIAA,1850G,HIAA,BA,History of Art and Architecture,
HIAA 1850H,HIAA-AB,History of Art and Architecture - AB,HIAA,1850H,HIAA,BA,History of Art and Architecture,
HIAA 1890E,HIAA-AB,History of Art and Architecture - AB,HIAA,1890E,HIAA,BA,History of Art and Architecture,
HIAA 1890G,HIAA-AB,History of Art and Architecture - AB,HIAA,1890G,HIAA,BA,History of Art and Architecture,
HIAA 1910A,HIAA-AB,History of Art and Architecture - AB,HIAA,1910A,HIAA,BA,History of Art and Architecture,
HIAA 1910B,HIAA-AB,History of Art and Architecture - AB,HIAA,1910B,HIAA,BA,History of Art and Architecture,
HIAA 1910D,HIAA-AB,History of Art and Architecture - AB,HIAA,1910D,HIAA,BA,History of Art and Architecture,
HIAA 1910E,HIAA-AB,History of Art and Architecture - AB,HIAA,1910E,HIAA,BA,History of Art and Architecture,
HIAA 1920,HIAA-AB,History of Art and Architecture - AB,HIAA,1920,HIAA,BA,History of Art and Architecture,
HIAA 1930,HIAA-AB,History of Art and Architecture - AB,HIAA,1930,HIAA,BA,History of Art and Architecture,
HIAA 1990,HIAA-AB,History of Art and Architecture - AB,HIAA,1990,HIAA,BA,History of Art and Architecture,
HIAA 0010,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0010,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0011,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0011,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0012,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0012,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0013,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0013,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0031,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0031,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0040,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0040,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0041,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0041,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0042,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0042,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0061,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0061,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0062,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0062,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0070,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0070,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0074,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0074,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0075,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0075,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0081,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0081,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0089,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0089,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0321,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0321,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0340,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0340,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0400,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0400,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0440,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0440,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0460,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0460,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0550,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0550,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0560,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0560,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0570,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0570,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0580,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0580,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0600,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0600,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0630,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0630,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0710,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0710,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0770,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0770,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0771,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0771,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0801,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0801,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0810,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0810,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0830,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0830,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0840,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0840,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0850,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0850,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0860,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0860,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0861,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0861,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0870,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0870,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 0881,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,0881,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1020,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1020,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1090,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1090,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1101,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1101,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1101A,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1101A,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1101B,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1101B,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1102,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1102,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1103,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1103,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1120B,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1120B,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1120C,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1120C,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1150C,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1150C,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1150D,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1150D,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1170B,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1170B,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1181,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1181,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1200A,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1200A,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1200D,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1200D,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1201,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1201,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1300,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1300,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1301,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1301,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1302,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1302,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1303,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1303,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1310,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1310,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1400F,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1400F,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1410A,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1410A,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1430A,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1430A,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1440D,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1440D,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1410B,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1410B,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1440B,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1440B,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1460,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1460,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1550B,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1550B,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1560A,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1560A,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1560B,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1560B,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1560C,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1560C,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1560D,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1560D,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1560E,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1560E,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1560F,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1560F,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1600A,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1600A,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1600B,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1600B,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1600C,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1600C,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1600D,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1600D,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1600E,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1600E,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1600F,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1600F,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1600G,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1600G,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1600H,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1600H,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1600I,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1600I,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1600J,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1600J,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1650A,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1650A,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1650B,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1650B,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1650C,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1650C,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1650D,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1650D,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1711,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1711,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1770,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1770,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1850A,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1850A,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1850D,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1850D,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1850E,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1850E,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1850G,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1850G,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1850H,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1850H,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1890E,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1890E,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1890G,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1890G,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1910A,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1910A,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1910B,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1910B,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1910D,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1910D,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1910E,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1910E,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1920,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1920,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1930,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1930,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1990,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1990,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1360X,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1360X,HIAA,BA,History of Art and Architecture,Architectural Studies
HIAA 1550A,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),HIAA,1550A,HIAA,BA,History of Art and Architecture,Architectural Studies
MATH 0090,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),MATH,0090,HIAA,BA,History of Art and Architecture,Architectural Studies
MATH 0100,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),MATH,0100,HIAA,BA,History of Art and Architecture,Architectural Studies
PHYS 0030,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),PHYS,0030,HIAA,BA,History of Art and Architecture,Architectural Studies
PHYS 0040,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),PHYS,0040,HIAA,BA,History of Art and Architecture,Architectural Studies
ENGN 0030,HIAA-AB-ARCH,History of Art and Architecture - AB (Architectural Studies),ENGN,0030,HIAA,BA,History of Art and Architecture,Architectural Studies
BIOL 0200,GEOB-SCB,Geology - Biology - SCB,BIOL,0200,GEOB,BCS,Geology,
CHEM 0330,GEOB-SCB,Geology - Biology - SCB,CHEM,0330,GEOB,BCS,Geology,
PHYS 0050,GEOB-SCB,Geology - Biology - SCB,PHYS,0050,GEOB,BCS,Geology,
ENGN 0030,GEOB-SCB,Geology - Biology - SCB,ENGN,0030,GEOB,BCS,Geology,
MATH 0090,GEOB-SCB,Geology - Biology - SCB,MATH,0090,GEOB,BCS,Geology,
MATH 0100,GEOB-SCB,Geology - Biology - SCB,MATH,0100,GEOB,BCS,Geology,
GEOL 0220,GEOB-SCB,Geology - Biology - SCB,GEOL,0220,GEOB,BCS,Geology,
GEOL 0230,GEOB-SCB,Geology - Biology - SCB,GEOL,0230,GEOB,BCS,Geology,
GEOL 0240,GEOB-SCB,Geology - Biology - SCB,GEOL,0240,GEOB,BCS,Geology,
GEOL 1240,GEOB-SCB,Geology - Biology - SCB,GEOL,1240,GEOB,BCS,Geology,
BIOL 0390,GEOB-SCB,Geology - Biology - SCB,BIOL,0390,GEOB,BCS,Geology,
BIOL 0410,GEOB-SCB,Geology - Biology - SCB,BIOL,0410,GEOB,BCS,Geology,
BIOL 0415,GEOB-SCB,Geology - Biology - SCB,BIOL,0415,GEOB,BCS,Geology,
BIOL 0420,GEOB-SCB,Geology - Biology - SCB,BIOL,0420,GEOB,BCS,Geology,
BIOL 0430,GEOB-SCB,Geology - Biology - SCB,BIOL,0430,GEOB,BCS,Geology,
BIOL 0440,GEOB-SCB,Geology - Biology - SCB,BIOL,0440,GEOB,BCS,Geology,
BIOL 0480,GEOB-SCB,Geology - Biology - SCB,BIOL,0480,GEOB,BCS,Geology,
BIOL 1470,GEOB-SCB,Geology - Biology - SCB,BIOL,1470,GEOB,BCS,Geology,
